NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,FLUX_APER,FLUXERR_APER,FLAGS,NITER_MODEL
21202,1091.2869,5606.5361,220.5292654,+40.1150670,0.7355419,0.8240398,0,9
21203,5729.7051,5609.3354,220.1080702,+40.1148458,0.8352499,0.8768516,0,23
21204,1222.5831,5601.6118,220.5173425,+40.1147343,1.484775,1.163598,0,21
21205,7777.1812,5591.9722,219.9221649,+40.1129713,2.169765,1.403956,2,30
21206,7878.5640,5592.2305,219.9129594,+40.1129484,2.525464,1.513787,0,66
21207,5156.9536,5600.3911,220.1600808,+40.1143586,1.361017,1.114675,0,7
21208,1402.2445,5606.0278,220.5010285,+40.1150515,1.085864,0.9973073,0,12
21209,5496.9150,5606.6953,220.1292092,+40.1147197,1.39014,1.126415,3,13
21210,8340.4463,5561.3237,219.8710397,+40.1106069,45.14294,6.378531,2,73
21211,4028.2937,5610.7090,220.2625664,+40.1152708,1.071912,0.991015,0,13
21212,1825.7086,5533.3823,220.4625731,+40.1100228,25.89647,4.831818,0,89
21213,7500.1294,5594.8301,219.9473192,+40.1132776,2.21564,1.418598,0,81
21214,8199.1016,5607.2798,219.8838471,+40.1138595,0.8872181,0.903163,0,12
21215,6856.6562,5614.6860,220.0057377,+40.1148860,0.4803298,0.670171,0,13
21216,7643.8223,5597.8057,219.9342706,+40.1134290,2.599092,1.535534,0,48
21217,1284.0936,5579.9902,220.5117552,+40.1132367,2.235732,1.424955,0,12
21218,6294.4077,5608.0303,220.0567939,+40.1146004,1.066123,0.9883426,0,13
21219,8087.6396,5579.7808,219.8939828,+40.1119973,10.68339,3.105002,0,45
21220,3427.7798,5561.2114,220.3171026,+40.1119008,40.5521,6.04564,0,89
21221,6092.5405,5573.9609,220.0751364,+40.1122924,12.6318,3.375848,0,42
21222,2327.6606,5616.6909,220.4169947,+40.1158106,0.3623886,0.5855488,0,9
21223,4230.2856,5599.2817,220.2442265,+40.1144489,1.7012,1.2446,0,12
21224,718.6952,5616.3350,220.5631002,+40.1157146,0.4560203,0.6536273,0,8
21225,809.8799,5601.9937,220.5548183,+40.1147277,1.594607,1.205363,0,11
21226,7830.5996,5604.8882,219.9173078,+40.1138467,1.567995,1.195373,2,9
21227,7115.2705,5609.7339,219.9822573,+40.1144534,0.9680036,0.9425718,0,9
21228,198.4207,5613.0425,220.6103440,+40.1154237,0.8841271,0.901597,0,13
21229,2027.5352,5580.3164,220.4442479,+40.1132852,7.007261,2.5158,0,57
21230,8128.3896,5601.5254,219.8902708,+40.1134901,1.913524,1.319183,0,44
21231,2619.2034,5590.7632,220.3905216,+40.1140033,4.32269,1.977544,0,40
21232,5600.4658,5599.4092,220.1198088,+40.1141887,2.195587,1.412211,0,46
21233,3276.9890,5593.7266,220.3307913,+40.1141717,1.492424,1.166569,0,11
21234,8044.5112,5613.4531,219.8978803,+40.1143537,0.9988739,0.9572065,3,12
21235,7267.4307,5596.6011,219.9684472,+40.1134870,2.071352,1.372012,0,9
21236,4104.8989,5596.8794,220.2556127,+40.1143000,1.85441,1.298864,0,7
21237,7914.4053,5616.8252,219.9096920,+40.1146416,0.9091347,0.9139921,0,24
21238,4945.6826,5600.1113,220.1792652,+40.1143826,3.570217,1.798002,0,51
21239,8405.4326,5616.9297,219.8651071,+40.1144395,0.3209183,0.5526891,0,7
21240,188.2317,5580.0015,220.6112632,+40.1131278,3.874954,1.872774,2,63
21241,6892.6851,5609.9766,220.0024682,+40.1145469,0.8033919,0.8602913,0,12
21242,7489.2104,5603.0425,219.9483066,+40.1138520,2.457772,1.493506,0,32
21243,7845.4727,5566.6768,219.9159775,+40.1111873,7.405703,2.586154,0,119
21244,1929.4799,5573.4526,220.4531515,+40.1128074,5.874543,2.30407,0,91
21245,7205.5005,5613.9805,219.9740624,+40.1147162,1.349204,1.109868,3,27
21246,8384.8438,5616.4946,219.8669768,+40.1144185,0.1771075,0.4194213,0,8
21247,423.0608,5586.6782,220.5899411,+40.1136221,4.042871,1.912747,0,50
21248,4618.9814,5620.0059,220.2089264,+40.1158252,0.9394936,0.9288291,0,9
21249,5133.7422,5607.5259,220.1621866,+40.1148590,2.316635,1.450319,0,44
21250,209.8018,5596.3843,220.6093075,+40.1142685,3.671657,1.823207,3,29
21251,5723.7695,5620.7300,220.1086054,+40.1156386,0.7866337,0.8514861,0,8
21252,1832.2765,5608.9097,220.4619790,+40.1152678,1.732466,1.255865,0,12
21253,6129.0522,5599.5356,220.0718117,+40.1140582,3.931035,1.886223,0,45
21254,1726.2965,5619.5952,220.4716031,+40.1160071,0.8611294,0.8900002,0,10
21255,1315.8005,5607.0376,220.5088782,+40.1151168,1.789013,1.27596,0,14
21256,3931.3284,5624.3271,220.2713691,+40.1162291,0.6201567,0.7583365,0,6
21257,2740.9807,5572.3159,220.3794647,+40.1127176,8.975073,2.846395,0,9
21258,4965.6016,5602.8652,220.1774557,+40.1145699,2.812835,1.597008,0,35
21259,2336.0942,5592.6167,220.4162293,+40.1141386,4.815596,2.08679,0,150
21260,197.4799,5597.3789,220.6104266,+40.1143359,3.608874,1.807645,3,24
21261,2504.6736,5621.6245,220.4009205,+40.1161498,1.059409,0.9852864,0,15
21262,6714.4038,5608.8594,220.0186569,+40.1145282,1.387058,1.125138,0,13
21263,6953.1660,5619.5752,219.9969722,+40.1151930,0.9178162,0.9182698,0,13
21264,5479.7754,5623.9692,220.1307602,+40.1159233,0.6980596,0.8032634,0,9
21265,2178.5369,5603.6631,220.4305363,+40.1149070,2.168731,1.40363,2,59
21266,7450.5889,5593.0317,219.9518184,+40.1131715,6.937478,2.503264,0,49
21267,2872.4885,5619.4722,220.3675202,+40.1159862,1.12968,1.016934,3,36
21268,3140.4614,5611.8193,220.3431870,+40.1154384,1.526131,1.179506,0,29
21269,6302.6802,5609.7974,220.0560420,+40.1147207,1.424227,1.13991,0,9
21270,663.8788,5601.9741,220.5680760,+40.1147117,3.869759,1.871529,0,65
21271,6401.6172,5579.7266,220.0470701,+40.1126030,34.47673,5.574627,0,116
21272,5255.3101,5618.3765,220.1511445,+40.1155862,1.104165,1.005515,0,8
21273,6196.5303,5621.0547,220.0656765,+40.1155333,1.160826,1.030609,0,10
21274,2869.9775,5618.0396,220.3677483,+40.1158868,1.24228,1.065616,2,27
21275,8049.8467,5614.1636,219.8973954,+40.1144008,1.270903,1.077647,2,64
21276,4558.3140,5590.1597,220.2144421,+40.1137631,3.066202,1.666939,0,90
21277,6462.6235,5619.5464,220.0415149,+40.1153496,1.135338,1.019404,0,28
21278,5660.0293,5641.8760,220.1143864,+40.1171231,7906.501,84.39781,0,64
21279,7157.5029,5622.7876,219.9784165,+40.1153449,1.143601,1.02302,0,25
21280,8075.5859,5622.8032,219.8950536,+40.1149899,1.274118,1.078948,0,9
21281,5991.5747,5628.2349,220.0842848,+40.1160893,0.8049527,0.8611275,0,10
21282,3168.2522,5584.7583,220.3406659,+40.1135572,10.45957,3.072359,3,21
21283,6838.3271,5615.8184,220.0074015,+40.1149708,2.036767,1.360616,0,49
21284,4399.2212,5612.6802,220.2288836,+40.1153533,1.996814,1.347317,0,8
21285,7562.9526,5619.6577,219.9416026,+40.1149777,1.448184,1.149367,0,8
21286,3171.3845,5596.8291,220.3403804,+40.1143952,6.759261,2.470986,3,62
21287,2757.4121,5604.1128,220.3779709,+40.1149250,4.82789,2.089444,0,25
21288,5897.3608,5620.9653,220.0928424,+40.1156098,1.406592,1.132946,0,7
21289,7518.1519,5621.3203,219.9456697,+40.1151103,1.450474,1.150257,0,12
21290,7412.3745,5625.8335,219.9552722,+40.1154636,1.53682,1.183588,2,16
21291,2241.1011,5611.7710,220.4248550,+40.1154697,3.320846,1.734379,0,36
21292,6397.2251,5627.2021,220.0474502,+40.1159011,0.5938559,0.7425159,0,9
21293,3091.1807,5622.3896,220.3476611,+40.1161758,1.706188,1.24637,3,24
21294,4839.1411,5602.3740,220.1889390,+40.1145605,4.25517,1.9621,0,62
21295,5507.4023,5610.8247,220.1282556,+40.1150039,1.858428,1.300225,2,94
21296,403.2665,5608.7476,220.5917420,+40.1151523,2.736336,1.575286,0,85
21297,6486.4429,5627.4072,220.0393488,+40.1158882,1.034483,0.9738196,0,10
21298,7459.1753,5616.8521,219.9510270,+40.1148223,2.35073,1.460867,0,55
21299,8305.6445,5605.8662,219.8741741,+40.1137152,7.865924,2.6651,0,73
21300,5599.5518,5610.5664,220.1198882,+40.1149638,1.858791,1.300366,1,54
21301,8212.6514,5626.6426,219.8826059,+40.1151983,1.238341,1.063946,0,13
21302,5926.6162,5631.0137,220.0901824,+40.1162998,1.047133,0.9796365,2,14
21303,5482.3154,5636.3354,220.1305258,+40.1167814,0.411782,0.6223873,1,8
21304,6583.0024,5631.2661,220.0305793,+40.1161261,1.293869,1.087197,3,10
21305,4963.2256,5557.3022,220.1776833,+40.1114063,27.33971,4.964544,2,155
21306,514.0255,5624.8862,220.5816869,+40.1162863,1.653068,1.227022,0,20
21307,448.6394,5626.2246,220.5876247,+40.1163715,1.574667,1.197909,2,8
21308,312.1031,5599.1528,220.6000186,+40.1144744,1.52202,1.177945,2,10
21309,5928.3394,5634.3169,220.0900247,+40.1165287,0.7686856,0.8419675,2,13
21310,2490.6963,5630.4766,220.4021894,+40.1167649,1.059506,0.9853557,0,27
21311,4548.8477,5623.8740,220.2152941,+40.1161060,1.569637,1.196009,0,29
21312,7174.4082,5635.8213,219.9768754,+40.1162440,0.5647994,0.7246916,0,9
21313,7712.9116,5633.2617,219.9279792,+40.1158640,0.9183553,0.9185478,0,13
21314,1121.6633,5601.8794,220.5265066,+40.1147459,4.683545,2.058106,0,20
21315,8213.6592,5639.3237,219.8825073,+40.1160784,0.7311461,0.8216233,0,8
21316,6354.0547,5637.0308,220.0513665,+40.1165966,1.031005,0.9722096,0,9
21317,5872.2583,5637.0244,220.0951163,+40.1167317,0.7290909,0.8204805,0,9
21318,5480.2607,5639.4487,220.1307114,+40.1169981,0.7404845,0.8267272,0,13
21319,375.5011,5639.5254,220.5942684,+40.1172861,0.2797074,0.51807,0,10
21320,4531.4932,5634.6831,220.2168677,+40.1168596,1.156307,1.028664,0,28
21321,5064.5957,5637.7495,220.1684572,+40.1169722,0.853927,0.8863661,0,9
21322,6185.2051,5627.9209,220.0667023,+40.1160133,1.37481,1.120212,0,10
21323,7442.3354,5641.6670,219.9525440,+40.1165519,0.8002194,0.8586577,0,8
21324,6629.2397,5593.8882,220.0263962,+40.1135159,4.36748,1.987714,0,106
21325,1113.0216,5641.5229,220.5272951,+40.1174982,0.9940464,0.9549277,0,12
21326,5074.0059,5622.2979,220.1676069,+40.1158973,2.708634,1.567326,0,46
21327,7709.6445,5637.5840,219.9282736,+40.1161654,1.173363,1.03607,1,44
21328,1283.7180,5615.2842,220.5117921,+40.1156876,3.611117,1.808222,0,48
21329,500.6910,5629.6748,220.5828985,+40.1166173,1.502465,1.170465,0,18
21330,2465.0566,5605.1055,220.4045185,+40.1150036,2.997924,1.648395,0,54
21331,8314.9355,5547.3394,219.8733638,+40.1096470,309.3365,16.69425,2,89
21332,1870.4874,5632.5034,220.4585098,+40.1169071,1.248621,1.068324,2,9
21333,6256.1519,5620.0146,220.0602630,+40.1154438,2.118963,1.387567,0,42
21334,2230.7805,5626.1904,220.4257920,+40.1164711,1.759679,1.265558,0,89
21335,8389.2314,5638.8350,219.8665655,+40.1159678,0.5441958,0.7117756,0,15
21336,2337.9644,5640.8145,220.4160586,+40.1174856,0.5971087,0.7445034,0,14
21337,6258.6504,5637.0957,220.0600297,+40.1166292,1.038594,0.9757321,0,26
21338,1914.3270,5644.6772,220.4545290,+40.1177533,0.4697029,0.6629834,0,10
21339,4005.3281,5645.6968,220.2646457,+40.1177035,0.6314873,0.7650591,0,9
21340,2687.5388,5609.9497,220.3843155,+40.1153332,5.986824,2.325921,0,44
21341,4176.4204,5636.1909,220.2491108,+40.1170198,1.231244,1.060929,2,9
21342,8253.8662,5641.0107,219.8788555,+40.1161782,1.233739,1.061988,0,38
21343,8334.3047,5646.6895,219.8715484,+40.1165375,-0.05500574,0.1281909,0,8
21344,4192.4746,5646.4863,220.2476510,+40.1177325,1.128919,1.016585,0,8
21345,1955.5934,5647.5830,220.4507817,+40.1179557,0.710392,0.8101342,0,25
21346,2833.4294,5642.7095,220.3710656,+40.1176018,0.7611008,0.83786,0,12
21347,6944.9390,5639.7388,219.9977103,+40.1165960,1.414186,1.135961,0,7
21348,1150.7128,5616.3408,220.5238700,+40.1157522,7.655759,2.629347,3,63
21349,4393.5127,5643.4370,220.2293955,+40.1174901,1.106213,1.006444,0,37
21350,502.8062,5640.9648,220.5827082,+40.1174015,1.498974,1.169092,0,9
21351,3172.8425,5641.0420,220.3402438,+40.1174654,1.047044,0.9796339,0,9
21352,7085.8677,5625.0518,219.9849201,+40.1155274,1.898831,1.31416,0,58
21353,1073.1107,5647.3125,220.5309199,+40.1178973,1.311441,1.094487,2,9
21354,8282.0000,5646.9985,219.8762976,+40.1165818,0.064426,0.272564,0,9
21355,3022.0425,5611.7607,220.3539402,+40.1154422,10.41319,3.065558,0,46
21356,4831.2593,5644.4976,220.1896442,+40.1174872,1.092903,1.00049,0,9
21357,5214.3491,5640.1147,220.1548579,+40.1171047,1.031305,0.97234,0,12
21358,5110.6426,5645.2842,220.1642737,+40.1174859,1.038291,0.9755667,0,13
21359,623.5972,5642.8276,220.5717395,+40.1175445,1.052182,0.9819555,0,10
21360,5015.7827,5625.5337,220.1728930,+40.1161340,3.3373,1.738654,0,73
21361,1943.6676,5651.6592,220.4518647,+40.1182386,0.5963361,0.744047,0,8
21362,6448.8813,5646.3545,220.0427520,+40.1172155,0.862473,0.8906986,0,10
21363,8159.4883,5572.4907,219.8874633,+40.1114607,9.145011,2.873182,0,89
21364,1364.1622,5632.7949,220.5044885,+40.1169083,2.22825,1.4226,0,54
21365,4462.1470,5630.0308,220.2231659,+40.1165480,2.433625,1.486207,0,43
21366,920.4297,5639.2598,220.5447840,+40.1173256,1.699794,1.244071,0,10
21367,2647.4102,5650.2349,220.3879576,+40.1181323,0.6651358,0.7845728,0,10
21368,1162.2306,5606.8711,220.5228233,+40.1150954,4.849023,2.094001,2,75
21369,3968.0422,5627.8882,220.2680347,+40.1164717,4.409416,1.997197,0,35
21370,3676.9185,5600.9492,220.2944747,+40.1146356,22.34735,4.488775,3,126
21371,8017.1025,5615.2188,219.9003680,+40.1144877,7.898172,2.670541,0,57
21372,7990.9014,5634.2134,219.9027368,+40.1158176,1.312049,1.094684,2,40
21373,7703.3970,5638.3110,219.9288405,+40.1162184,1.495967,1.167915,0,38
21374,8040.4722,5653.5054,219.8982252,+40.1171367,0.7123304,0.8112575,0,8
21375,4713.6079,5618.8384,220.2003341,+40.1157273,6.172865,2.361673,0,27
21376,4227.0288,5637.6055,220.2445149,+40.1171107,1.503599,1.170873,0,34
21377,3199.0142,5647.7993,220.3378665,+40.1179328,1.007053,0.9610086,2,13
21378,5552.8081,5614.2163,220.1241315,+40.1152286,6.525782,2.428044,0,122
21379,3151.0044,5642.1133,220.3422268,+40.1175414,1.917789,1.320626,0,91
21380,5288.9512,5652.0771,220.1480800,+40.1179190,1.043573,0.978011,0,9
21381,1131.3159,5649.4653,220.5256345,+40.1180511,1.255366,1.071149,0,11
21382,7719.2559,5640.7407,219.9273992,+40.1163808,1.569875,1.196112,2,86
21383,4473.2461,5632.9526,220.2221573,+40.1167491,2.15104,1.397938,0,49
21384,4796.6938,5625.3877,220.1927877,+40.1161667,6.830628,2.483956,0,29
21385,5445.6226,5653.7095,220.1338524,+40.1179966,0.8335454,0.8759328,0,12
21386,7386.2075,5631.5752,219.9576454,+40.1158720,3.304075,1.730027,0,154
21387,60.5138,5617.7402,220.6228677,+40.1157302,30.44617,5.238834,8,88
21388,6552.6265,5615.8232,220.0333438,+40.1150632,11.54335,3.227346,0,25
21389,6591.1304,5634.7026,220.0298398,+40.1163622,1.982651,1.342602,3,52
21390,8100.2910,5645.2300,219.8927980,+40.1165369,1.722848,1.252377,0,57
21391,3247.0742,5635.4644,220.3335034,+40.1170725,2.719922,1.570588,0,126
21392,5807.4839,5624.2212,220.1010025,+40.1158595,5.388222,2.206939,0,44
21393,261.2945,5656.3604,220.6046422,+40.1184404,0.9159454,0.9173516,0,12
21394,4312.3140,5658.7148,220.2367660,+40.1185638,0.1329394,0.3690164,0,6
21395,2657.3474,5656.1289,220.3870549,+40.1185412,0.8203111,0.8691147,0,9
21396,8427.4951,5658.4902,219.8630797,+40.1173157,0.4358383,0.6395936,0,9
21397,8260.4277,5627.6260,219.8782673,+40.1152459,4.018945,1.907093,0,54
21398,8082.5229,5644.3149,219.8944119,+40.1164808,1.584634,1.201665,0,9
21399,2294.6372,5641.5972,220.4199931,+40.1175405,2.218606,1.419546,0,63
21400,6657.5513,5643.1084,220.0238050,+40.1169248,2.309939,1.448238,2,9
21401,1173.4417,5649.4497,220.5218091,+40.1180530,0.7880135,0.8522206,0,11
21402,2525.3323,5659.7017,220.3990432,+40.1187935,0.6317407,0.7651974,0,9
21403,6188.2476,5650.9287,220.0664174,+40.1176102,1.58453,1.201601,0,10
21404,4943.2930,5641.1172,220.1794715,+40.1172307,2.164149,1.40218,0,15
21405,1198.9894,5619.8140,220.5194865,+40.1159967,15.68258,3.760952,0,34
21406,3090.8188,5632.3691,220.3476931,+40.1168689,2.873892,1.614138,2,29
21407,2753.0562,5634.3291,220.3783647,+40.1170236,4.763702,2.075568,0,40
21408,2188.0352,5646.4849,220.4296736,+40.1178807,1.392529,1.127329,0,32
21409,8260.3916,5659.2192,219.8782527,+40.1174398,0.5504649,0.7157146,0,9
21410,5793.0518,5751.0566,220.1022703,+40.1246711,44.85121,6.357898,0,112
21411,4250.4995,5662.4883,220.2423787,+40.1188352,-0.04025302,0.1281584,0,5
21412,4690.8394,5612.6689,220.2024030,+40.1153030,7.17553,2.545737,3,28
21413,99.5148,5658.6353,220.6193339,+40.1185758,0.6036188,0.7484264,0,9
21414,2842.3110,5663.3379,220.3702577,+40.1190339,0.7424602,0.827813,0,9
21415,2154.6899,5660.8208,220.4327017,+40.1188763,0.6770972,0.7913999,0,13
21416,8393.3721,5663.3110,219.8661754,+40.1176656,0.101927,0.3288881,0,9
21417,8286.9346,5659.5923,219.8758423,+40.1174542,0.9353054,0.9268003,0,9
21418,3957.1860,5594.6357,220.2690260,+40.1141639,1.900255,1.314645,0,8
21419,1458.7755,5650.4277,220.4958979,+40.1181377,1.277726,1.080484,0,8
21420,2588.7263,5645.1631,220.3932869,+40.1177820,1.902674,1.315464,3,46
21421,515.5920,5657.7437,220.5815496,+40.1185682,1.029568,0.971535,0,9
21422,770.8165,5641.6484,220.5583705,+40.1174777,2.794237,1.591759,0,88
21423,2978.2000,5659.4819,220.3579177,+40.1187588,1.198391,1.046863,0,10
21424,8182.1846,5646.2720,219.8853614,+40.1165744,2.446156,1.489998,0,7
21425,8203.7773,5663.9873,219.8833908,+40.1177953,0.4446862,0.645724,0,8
21426,7206.0220,5622.5806,219.9740110,+40.1153132,3.160178,1.692146,2,36
21427,3130.2559,5655.7822,220.3441097,+40.1184921,1.636666,1.22099,0,12
21428,4285.4253,5664.6890,220.2392066,+40.1189827,0.6471463,0.7741701,0,6
21429,2244.9207,5650.4268,220.4245078,+40.1181541,2.01675,1.353972,0,13
21430,4214.5361,5668.4531,220.2456434,+40.1192547,0.1873099,0.4302487,0,9
21431,3442.0737,5598.6172,220.3158002,+40.1144971,8.558671,2.779724,0,65
21432,1004.7969,5613.8291,220.5371200,+40.1155667,8.572897,2.782025,0,64
21433,7512.0693,5643.8691,219.9462108,+40.1166784,4.84042,2.092155,0,26
21434,638.8510,5656.2139,220.5703562,+40.1184757,1.436485,1.144766,0,27
21435,2604.3835,5658.0337,220.3918645,+40.1186753,1.709564,1.247593,0,7
21436,3264.2068,5654.7866,220.3319456,+40.1184130,1.53407,1.182516,0,10
21437,7355.1572,5660.1704,219.9604511,+40.1178692,1.336743,1.104825,0,11
21438,2236.8833,5655.8267,220.4252376,+40.1185292,1.531991,1.181742,2,16
21439,7419.0952,5666.2808,219.9546422,+40.1182698,1.044849,0.9786242,0,7
21440,7765.4761,5672.5239,219.9231858,+40.1185696,0.5904942,0.7405187,0,12
21441,8342.7627,5652.1572,219.8707772,+40.1169134,1.655874,1.228072,3,9
21442,6489.5591,5649.2393,220.0390571,+40.1174033,2.107241,1.383762,0,48
21443,6694.6118,5645.0176,220.0204389,+40.1170455,4.749023,2.072374,0,64
21444,2964.6475,5672.6782,220.3591475,+40.1196760,0.3620774,0.5852739,0,9
21445,5571.6162,5669.6201,220.1224061,+40.1190714,0.8023547,0.8597577,0,16
21446,7431.8032,5667.5405,219.9534877,+40.1183525,0.859857,0.8893699,0,9
21447,2281.3262,5662.9673,220.4212016,+40.1190247,1.043164,0.9778183,0,9
21448,4990.6792,5673.4707,220.1751600,+40.1194680,0.2967671,0.5326889,0,13
21449,3534.7495,5669.9282,220.3073756,+40.1194404,1.163826,1.031912,0,13
21450,5735.3096,5674.3403,220.1075397,+40.1193585,0.7118405,0.8109803,0,9
21451,7616.1143,5658.5679,219.9367558,+40.1176591,1.638034,1.221494,0,41
21452,3568.0310,5668.3813,220.3043534,+40.1193297,1.443867,1.147663,0,10
21453,2121.2483,5631.0352,220.4357385,+40.1168078,25.47416,4.792291,0,79
21454,5139.0024,5664.4932,220.1616931,+40.1188138,1.562363,1.193249,3,56
21455,5235.3457,5676.6592,220.1529408,+40.1196379,0.6777332,0.7917987,0,9
21456,4989.5601,5676.6289,220.1752608,+40.1196875,0.8931997,0.9061139,0,6
21457,1517.6416,5647.6743,220.4905521,+40.1179493,2.523901,1.513316,0,60
21458,4766.8696,5662.3750,220.1954870,+40.1187408,1.836791,1.292717,0,46
21459,2606.1965,5632.7964,220.3917009,+40.1169227,12.71416,3.386805,0,126
21460,3.1382,5670.0146,220.6280881,+40.1193517,0.8599611,0.8877636,16,9
21461,122.2513,5675.1035,220.6172723,+40.1197227,1.099931,1.003649,0,8
21462,5138.5151,5667.4990,220.1617366,+40.1190227,1.726047,1.253564,2,54
21463,1897.4972,5678.5278,220.4560581,+40.1201037,0.7672257,0.8411909,0,7
21464,3016.8723,5650.1704,220.3544066,+40.1181098,2.846367,1.606438,0,89
21465,2611.2358,5674.3442,220.3912415,+40.1198078,1.024954,0.9694019,0,8
21466,7285.8657,5674.4336,219.9667364,+40.1188851,1.187399,1.042151,0,45
21467,1693.6376,5677.0732,220.4745711,+40.1199976,0.9656366,0.9414178,2,13
21468,5339.5112,5675.4468,220.1434818,+40.1195305,0.807948,0.8626832,0,8
21469,5029.6392,5664.1147,220.1716245,+40.1188103,1.545972,1.187059,0,9
21470,444.7163,5652.7085,220.5879851,+40.1182101,2.949555,1.635137,0,61
21471,7608.5322,5621.4678,219.9374630,+40.1150858,25.51074,4.79573,0,35
21472,2186.2505,5670.9751,220.4298356,+40.1195814,1.352867,1.111376,0,9
21473,1577.7947,5672.7881,220.4850909,+40.1196959,1.369568,1.118095,0,9
21474,3380.9099,5660.2632,220.3213471,+40.1187836,2.218716,1.419589,0,35
21475,1697.8831,5661.5967,220.4741850,+40.1189230,4.133268,1.933903,0,47
21476,6594.0796,5644.1528,220.0295681,+40.1170175,2.814103,1.597368,2,28
21477,859.8314,5676.7715,220.5502913,+40.1199252,0.9959795,0.9558391,0,11
21478,5884.9849,5676.9746,220.0939468,+40.1195026,0.9326665,0.9255258,0,7
21479,3235.6724,5664.4497,220.3345359,+40.1190863,1.902958,1.315571,0,13
21480,8016.4409,5668.7686,219.9003990,+40.1182066,1.35028,1.110335,2,75
21481,2582.9351,5653.8794,220.3938124,+40.1183875,3.008855,1.651387,2,33
21482,4100.6772,5671.8066,220.2559825,+40.1195038,1.445127,1.148143,0,7
21483,244.0376,5662.3564,220.6062104,+40.1188545,2.43325,1.486102,0,66
21484,5081.6528,5675.0112,220.1668982,+40.1195563,1.258611,1.072489,0,9
21485,1471.1393,5672.8838,220.4947766,+40.1196978,1.395993,1.128739,0,19
21486,614.6701,5657.8286,220.5725523,+40.1185852,2.603356,1.536787,0,43
21487,2377.4651,5674.1587,220.4124709,+40.1198006,1.517654,1.17626,3,71
21488,470.1258,5651.2925,220.5856774,+40.1181149,10.81376,3.123867,0,84
21489,5375.9961,5648.5840,220.1401766,+40.1176568,4.40933,1.997167,0,73
21490,242.4183,5641.3008,220.6063537,+40.1173921,10.84606,3.128504,0,89
21491,4808.7871,5682.0527,220.1916757,+40.1200995,1.220298,1.056279,0,17
21492,5053.4609,5685.5195,220.1694555,+40.1202919,0.8038253,0.8605521,0,10
21493,4302.8887,5678.0640,220.2376181,+40.1199089,1.090467,0.9994053,0,15
21494,6140.4937,5685.4790,220.0707411,+40.1200231,0.5559212,0.7191867,0,9
21495,434.4606,5674.5137,220.5889199,+40.1197232,1.067653,0.9890607,2,12
21496,6249.3999,5680.3940,220.0608532,+40.1196387,0.8115835,0.8645361,0,9
21497,2769.4321,5657.9824,220.3768763,+40.1186654,2.752675,1.579946,0,39
21498,7977.6802,5685.3237,219.9039097,+40.1193722,0.8892727,0.9041826,0,9
21499,2229.4897,5670.0381,220.4259089,+40.1195161,1.642774,1.223241,2,83
21500,5046.6670,5686.7021,220.1700722,+40.1203754,0.8607691,0.8898646,0,13
21501,133.0524,5658.9517,220.6162884,+40.1186026,5.87619,2.304394,0,107
21502,2652.2178,5684.7788,220.3875194,+40.1205310,0.6009109,0.7468004,0,12
21503,6417.2349,5671.4155,220.0456158,+40.1189654,1.639433,1.222013,0,43
21504,6928.1343,5689.4346,219.9992142,+40.1200527,0.895808,0.907405,0,12
21505,7831.2832,5626.7417,219.9172343,+40.1153640,40.26502,6.024217,0,96
21506,3768.4592,5664.7251,220.2861528,+40.1190542,3.785533,1.851152,0,79
21507,5405.7656,5653.2769,220.1374719,+40.1179758,6.647141,2.450459,0,51
21508,975.7072,5674.0811,220.5397680,+40.1197485,2.288493,1.441569,0,76
21509,155.5024,5672.7217,220.6142522,+40.1195621,1.806334,1.282079,0,10
21510,1779.4468,5689.1147,220.4667790,+40.1208363,0.9507675,0.9342851,0,12
21511,1685.5522,5615.9058,220.4753028,+40.1157497,121.0513,10.44373,0,57
21512,7835.3823,5683.1997,219.9168324,+40.1192829,1.212387,1.05288,2,13
21513,2313.9954,5670.1733,220.4182348,+40.1195248,2.815994,1.597894,0,51
21514,3057.3506,5649.5605,220.3507308,+40.1180649,11.30882,3.194446,0,69
21515,5351.3394,5685.0122,220.1424048,+40.1201921,1.187701,1.042274,0,11
21516,4275.4580,5692.5029,220.2401063,+40.1209157,0.8169505,0.8673952,0,9
21517,6680.3506,5662.8691,220.0217264,+40.1182898,2.815232,1.597684,0,105
21518,3073.6494,5693.7114,220.3492469,+40.1211299,0.6908923,0.7992341,0,10
21519,184.9834,5682.0000,220.6115767,+40.1202105,1.485405,1.163827,2,7
21520,7962.7905,5676.4580,219.9052666,+40.1187627,1.338024,1.105333,0,13
21521,5593.7046,5686.5435,220.1203949,+40.1202413,1.249093,1.0685,0,8
21522,3590.8872,5688.1274,220.3022752,+40.1206986,1.202588,1.048727,2,8
21523,4807.9370,5670.6123,220.1917556,+40.1193051,2.433847,1.486269,2,38
21524,7870.5615,5683.2690,219.9136379,+40.1192735,1.572173,1.196957,1,99
21525,4656.2896,5683.0098,220.2055240,+40.1201939,1.355605,1.112471,2,15
21526,3607.0505,5679.4326,220.3008085,+40.1200932,2.453735,1.492293,0,9
21527,4613.8477,5677.0742,220.2093796,+40.1197892,2.678823,1.558751,0,58
21528,706.1863,5684.4849,220.5642452,+40.1204460,1.534837,1.182819,0,47
21529,4144.2432,5685.7256,220.2520236,+40.1204643,1.562577,1.193343,0,14
